x_m,y_m,w_tr_right_m,w_tr_left_m
-0.51,-0.86,1.0,1.0
-0.56,-0.86,1.001,1.001
-0.61,-0.86,1.005,1.005
-0.66,-0.86,1.011,1.011
-0.71,-0.86,1.02,1.02
-0.76,-0.86,1.031,1.031
-0.81,-0.86,1.044,1.044
-0.86,-0.86,1.05,1.05
-0.91,-0.86,1.05,1.05
-0.96,-0.86,1.05,1.05
-1.01,-0.86,1.05,1.05
-1.06,-0.86,1.05,1.05
-1.11,-0.86,1.05,1.05
-1.16,-0.86,1.05,1.05
-1.21,-0.86,1.05,1.05
-1.26,-0.86,1.05,1.05
-1.31,-0.86,1.05,1.05
-1.36,-0.86,1.05,1.05
-1.41,-0.86,1.05,1.05
-1.46,-0.86,1.05,1.05
-1.51,-0.86,1.05,1.05
-1.56,-0.86,1.05,1.05
-1.61,-0.86,1.05,1.05
-1.66,-0.86,1.05,1.05
-1.71,-0.86,1.05,1.05
-1.76,-0.86,1.05,1.05
-1.81,-0.86,1.05,1.05
-1.86,-0.86,1.05,1.05
-1.91,-0.86,1.05,1.05
-1.96,-0.86,1.05,1.05
-2.01,-0.86,1.05,1.05
-2.06,-0.86,1.05,1.05
-2.11,-0.86,1.05,1.05
-2.16,-0.86,1.05,1.05
-2.21,-0.86,1.05,1.05
-2.26,-0.86,1.05,1.05
-2.31,-0.86,1.05,1.05
-2.36,-0.86,1.05,1.05
-2.41,-0.86,1.05,1.05
-2.46,-0.86,1.05,1.05
-2.51,-0.86,1.05,1.05
-2.56,-0.86,1.05,1.05
-2.61,-0.86,1.05,1.05
-2.66,-0.86,1.05,1.05
-2.71,-0.86,1.05,1.05
-2.76,-0.86,1.05,1.05
-2.81,-0.86,1.05,1.05
-2.86,-0.86,1.05,1.05
-2.91,-0.86,1.05,1.05
-2.96,-0.86,1.05,1.05
-3.01,-0.86,1.05,1.05
-3.06,-0.86,1.05,1.05
-3.11,-0.86,1.05,1.05
-3.16,-0.86,1.05,1.05
-3.21,-0.86,1.05,1.05
-3.26,-0.86,1.05,1.05
-3.31,-0.86,1.05,1.05
-3.36,-0.86,1.05,1.05
-3.41,-0.86,1.05,1.05
-3.46,-0.86,1.05,1.05
-3.51,-0.86,1.05,1.05
-3.56,-0.86,1.05,1.05
-3.61,-0.86,1.05,1.05
-3.66,-0.86,1.05,1.05
-3.71,-0.86,1.05,1.05
-3.76,-0.86,1.05,1.05
-3.81,-0.86,1.05,1.05
-3.86,-0.86,1.05,1.05
-3.91,-0.81,1.1,1.1
-3.96,-0.81,1.1,1.1
-4.01,-0.81,1.1,1.1
-4.06,-0.76,1.15,1.15
-4.11,-0.76,1.15,1.15
-4.16,-0.76,1.15,1.15
-4.21,-0.76,1.15,1.15
-4.26,-0.71,1.188,1.188
-4.31,-0.71,1.177,1.177
-4.36,-0.71,1.167,1.167
-4.41,-0.66,1.209,1.209
-4.46,-0.66,1.204,1.204
-4.51,-0.61,1.251,1.251
-4.56,-0.61,1.25,1.25
-4.61,-0.61,1.25,1.25
-4.66,-0.56,1.285,1.285
-4.71,-0.56,1.275,1.275
-4.76,-0.51,1.315,1.315
-4.81,-0.46,1.358,1.358
-4.86,-0.41,1.35,1.35
-4.91,-0.36,1.3,1.3
-4.96,-0.31,1.25,1.25
-4.96,-0.26,1.25,1.25
-5.01,-0.21,1.2,1.2
-5.01,-0.16,1.2,1.2
-5.01,-0.11,1.2,1.2
-5.06,-0.06,1.15,1.15
-5.06,-0.01,1.151,1.151
-5.06,0.04,1.15,1.15
-5.06,0.09,1.15,1.15
-5.06,0.14,1.151,1.151
