x_m,y_m,w_tr_right_m,w_tr_left_m
-45.125,34.525,35.132,35.132
-45.125,34.575,35.163,35.163
-45.075,34.625,35.156,35.156
-45.075,34.675,35.187,35.187
-45.075,34.725,35.219,35.219
-45.075,34.775,35.25,35.25
-45.025,34.825,35.243,35.243
-45.025,34.875,35.275,35.275
-45.025,34.925,35.307,35.307
-45.025,34.975,35.339,35.339
-44.975,35.025,35.332,35.332
-44.975,35.075,35.364,35.364
-44.975,35.125,35.393,35.393
-44.925,35.175,35.382,35.382
-44.925,35.225,35.412,35.412
-44.925,35.275,35.442,35.442
-44.925,35.325,35.471,35.471
-44.875,35.375,35.461,35.461
-44.875,35.425,35.49,35.49
-44.875,35.475,35.52,35.52
-44.825,35.525,35.51,35.51
-44.825,35.575,35.54,35.54
-44.825,35.625,35.57,35.57
-44.825,35.675,35.6,35.6
-44.775,35.725,35.59,35.59
-44.775,35.775,35.62,35.62
-44.775,35.825,35.651,35.651
-44.725,35.875,35.641,35.641
-44.725,35.925,35.671,35.671
-44.725,35.975,35.702,35.702
-44.675,36.025,35.692,35.692
-44.675,36.075,35.723,35.723
-44.675,36.125,35.753,35.753
-44.675,36.175,35.784,35.784
-44.625,36.225,35.775,35.775
-44.625,36.275,35.806,35.806
-44.625,36.325,35.837,35.837
-44.575,36.375,35.828,35.828
-44.575,36.425,35.859,35.859
-44.575,36.475,35.89,35.89
-44.575,36.525,35.921,35.921
-44.525,36.575,35.913,35.913
-44.525,36.625,35.944,35.944
-44.525,36.675,35.975,35.975
-44.525,36.725,36.006,36.006
-44.475,36.775,35.998,35.998
-44.475,36.825,36.029,36.029
-44.475,36.875,36.061,36.061
-44.475,36.925,36.092,36.092
-44.425,36.975,36.085,36.085
-44.425,37.025,36.116,36.116
-44.425,37.075,36.148,36.148
-44.375,37.125,36.14,36.14
-44.375,37.175,36.172,36.172
-44.375,37.225,36.204,36.204
-44.375,37.275,36.235,36.235
-44.325,37.325,36.229,36.229
