# x_m,y_m,w_tr_right_m,w_tr_left_m
5.4400,3.6400,0.9552,0.9552
5.4900,3.6900,0.9124,0.9124
5.4900,3.7400,0.9220,0.9220
5.5400,3.7900,0.8860,0.8860
5.5400,3.8400,0.9014,0.9014
5.5400,3.8900,0.9179,0.9179
5.5900,3.9400,0.8944,0.8944
5.6400,3.9900,0.8746,0.8746
5.6900,4.0400,0.8602,0.8602
5.7400,4.0900,0.8515,0.8515
5.7900,4.1400,0.8485,0.8485
5.8400,4.1400,0.8139,0.8139
5.8900,4.1900,0.8139,0.8139
5.9400,4.2400,0.8062,0.8062
5.9900,4.2900,0.7649,0.7649
6.0400,4.2900,0.7762,0.7762
6.0900,4.2900,0.7826,0.7826
6.1400,4.2900,0.7616,0.7616
6.1900,4.3400,0.7517,0.7517
6.2400,4.2900,0.7280,0.7280
6.2900,4.2900,0.7159,0.7159
6.3400,4.2900,0.7071,0.7071
6.3900,4.2900,0.7018,0.7018
6.4400,4.2900,0.7000,0.7000
6.4900,4.2900,0.7000,0.7000
6.5400,4.2900,0.7000,0.7000
6.5900,4.2900,0.6964,0.6964
6.6400,4.2400,0.6500,0.6500
6.6900,4.2400,0.6519,0.6519
6.7400,4.2400,0.6576,0.6576
6.7900,4.2400,0.6671,0.6671
6.8400,4.2400,0.6671,0.6671
6.8900,4.1900,0.6500,0.6500
6.9400,4.1900,0.6708,0.6708
6.9900,4.1900,0.6671,0.6671
7.0400,4.1400,0.6801,0.6801
7.0900,4.1400,0.6801,0.6801
7.1400,4.0900,0.7071,0.7071
7.1900,4.0400,0.7071,0.7071
7.2400,3.9900,0.7106,0.7106
7.2900,3.9400,0.7159,0.7159
7.2900,3.8900,0.6946,0.6946
7.3400,3.8400,0.7159,0.7159
7.3400,3.7900,0.6946,0.6946
7.3900,3.7400,0.7159,0.7159
7.3900,3.6900,0.6964,0.6964
7.4400,3.6400,0.7211,0.7211
7.4400,3.5900,0.7159,0.7159
7.4400,3.5400,0.7071,0.7071
7.4400,3.4900,0.7018,0.7018
7.4900,3.4400,0.7280,0.7280
7.4900,3.3900,0.7280,0.7280
7.4900,3.3400,0.7159,0.7159
7.4900,3.2900,0.7071,0.7071
7.4900,3.2400,0.7018,0.7018
7.4900,3.1900,0.7000,0.7000
7.4900,3.1400,0.7000,0.7000
7.4900,3.0900,0.7018,0.7018
7.4900,3.0400,0.7071,0.7071
7.5400,2.9900,0.7500,0.7500
7.5400,2.9400,0.7500,0.7500
7.5400,2.8900,0.7517,0.7517
7.5400,2.8400,0.7566,0.7566
7.4900,2.7900,0.7649,0.7649
7.4900,2.7400,0.7762,0.7762
7.4900,2.6900,0.7906,0.7906
7.4900,2.6400,0.8000,0.8000
7.4900,2.5900,0.8000,0.8000
7.4900,2.5400,0.8000,0.8000
7.4900,2.4900,0.8000,0.8000
7.4900,2.4400,0.8000,0.8000
7.4900,2.3900,0.8000,0.8000
7.4900,2.3400,0.7906,0.7906
7.4900,2.2900,0.7762,0.7762
7.5400,2.2400,0.7566,0.7566
7.5400,2.1900,0.7649,0.7649
7.5400,2.1400,0.7762,0.7762
7.5400,2.0900,0.7649,0.7649
7.5400,2.0400,0.7566,0.7566
7.5900,1.9900,0.7826,0.7826
7.5900,1.9400,0.7762,0.7762
7.6400,1.8900,0.7826,0.7826
7.6400,1.8400,0.7632,0.7632
7.6900,1.7900,0.7778,0.7778
7.7400,1.7400,0.7810,0.7810
7.7900,1.6900,0.7778,0.7778
7.8400,1.6400,0.7810,0.7810
7.8400,1.5900,0.7826,0.7826
7.8900,1.5400,0.8062,0.8062
7.9400,1.4900,0.8201,0.8201
7.9900,1.4900,0.8276,0.8276
8.0400,1.4400,0.8500,0.8500
8.0900,1.4400,0.8276,0.8276
8.1400,1.3900,0.8544,0.8544
8.1900,1.3900,0.8382,0.8382
8.2400,1.3400,0.8732,0.8732
8.2900,1.3400,0.8631,0.8631
8.3400,1.3400,0.8559,0.8559
8.3900,1.3400,0.8515,0.8515
8.4400,1.3400,0.8500,0.8500
8.4900,1.2900,0.9000,0.9000
8.5400,1.2900,0.9000,0.9000
8.5900,1.2900,0.9000,0.9000
8.6400,1.2900,0.9014,0.9014
8.6900,1.2900,0.9055,0.9055
8.7400,1.2900,0.9124,0.9124
8.7900,1.2900,0.9220,0.9220
8.8400,1.2900,0.9220,0.9220
8.8900,1.2900,0.9124,0.9124
8.9400,1.2900,0.9055,0.9055
8.9900,1.3400,0.9513,0.9513
9.0400,1.3400,0.9487,0.9487
9.0900,1.3400,0.9341,0.9341
9.1400,1.3900,0.9657,0.9657
9.1900,1.3900,0.9487,0.9487
9.2400,1.4400,0.9823,0.9823
9.2900,1.4900,0.9925,0.9925
9.3400,1.4900,0.9849,0.9849
9.3900,1.4900,0.9657,0.9657
9.4400,1.5400,0.9962,0.9962
9.4900,1.5400,0.9823,0.9823
9.5400,1.5400,0.9708,0.9708
9.5900,1.5900,1.0112,1.0112
9.6400,1.6400,1.0548,1.0548
9.6400,1.6900,1.1045,1.1045
9.6400,1.7400,1.1180,1.1180
9.6900,1.7900,1.1413,1.1413
9.6900,1.8400,1.1180,1.1180
9.7400,1.8900,1.1424,1.1424
9.7400,1.9400,1.1236,1.1236
9.7400,1.9900,1.1068,1.1068
9.7400,2.0400,1.0920,1.0920
9.7400,2.0900,1.0794,1.0794
9.7900,2.1400,1.1180,1.1180
9.7900,2.1900,1.1102,1.1102
9.7900,2.2400,1.1045,1.1045
9.7900,2.2900,1.1011,1.1011
9.7900,2.3400,1.1000,1.1000
9.8400,2.3900,1.1281,1.1281
9.8400,2.4400,1.1402,1.1402
9.8400,2.4900,1.1402,1.1402
9.8400,2.5400,1.1281,1.1281
9.8400,2.5900,1.1180,1.1180
9.8400,2.6400,1.1102,1.1102
9.8400,2.6900,1.1045,1.1045
9.8400,2.7400,1.1011,1.1011
9.8400,2.7900,1.0920,1.0920
9.8400,2.8400,1.0735,1.0735
9.8400,2.8900,1.0512,1.0512
9.8400,2.9400,1.0296,1.0296
9.8400,2.9900,1.0000,1.0000
9.8400,3.0400,0.9708,0.9708
9.8400,3.0900,0.9434,0.9434
9.8900,3.1400,0.9014,0.9014
9.8900,3.1900,0.8860,0.8860
9.8900,3.2400,0.8732,0.8732
9.8900,3.2900,0.8544,0.8544
9.8900,3.3400,0.8382,0.8382
9.8900,3.3900,0.8246,0.8246
9.8900,3.4400,0.8062,0.8062
9.9400,3.4900,0.7566,0.7566
9.9400,3.5400,0.7517,0.7517
9.9400,3.5900,0.7500,0.7500
9.9400,3.6400,0.7500,0.7500
9.9900,3.6900,0.7018,0.7018
9.9900,3.7400,0.7071,0.7071
9.9900,3.7900,0.7159,0.7159
9.9900,3.8400,0.6946,0.6946
10.0400,3.8900,0.6964,0.6964
10.0400,3.9400,0.6946,0.6946
10.0900,3.9900,0.6946,0.6946
10.0900,4.0400,0.6946,0.6946
10.1400,4.0900,0.7106,0.7106
10.1900,4.1400,0.7071,0.7071
10.2400,4.1900,0.7071,0.7071
10.2400,4.2400,0.7382,0.7382
10.2900,4.2900,0.7433,0.7433
10.2900,4.3400,0.7433,0.7433
10.3400,4.3900,0.7762,0.7762
10.3900,4.4400,0.8062,0.8062
10.4400,4.4900,0.8201,0.8201
10.4900,4.5400,0.8322,0.8322
10.5400,4.5900,0.8500,0.8500
10.5900,4.6400,0.8732,0.8732
10.6400,4.6900,0.8902,0.8902
10.6900,4.7400,0.9014,0.9014
10.7400,4.7900,0.9179,0.9179
10.7900,4.8400,0.9394,0.9394
10.8400,4.8400,0.9394,0.9394
10.8900,4.8900,0.9618,0.9618
10.9400,4.9400,0.9849,0.9849
10.9900,4.9400,0.9657,0.9657
11.0400,4.9900,0.9962,0.9962
11.0900,4.9900,0.9823,0.9823
11.1400,5.0400,1.0198,1.0198
11.1900,5.0400,1.0112,1.0112
11.2400,5.0400,1.0050,1.0050
11.2900,5.0900,1.0512,1.0512
11.3400,5.0900,1.0440,1.0440
11.3900,5.0900,1.0308,1.0308
11.4400,5.0900,1.0198,1.0198
11.4900,5.0900,1.0112,1.0112
11.5400,5.1400,1.0548,1.0548
11.5900,5.1400,1.0512,1.0512
11.6400,5.1400,1.0500,1.0500
11.6900,5.1400,1.0500,1.0500
11.7400,5.1400,1.0500,1.0500
11.7900,5.1400,1.0440,1.0440
11.8400,5.1900,1.0607,1.0607
11.8900,5.1900,1.0689,1.0689
11.9400,5.1900,1.0607,1.0607
11.9900,5.1900,1.0548,1.0548
12.0400,5.1900,1.0512,1.0512
12.0900,5.1900,1.0500,1.0500
12.1400,5.1900,1.0500,1.0500
12.1900,5.1900,1.0500,1.0500
12.2400,5.1900,1.0500,1.0500
12.2900,5.2400,1.0500,1.0500
12.3400,5.2400,1.0500,1.0500
12.3900,5.2400,1.0512,1.0512
12.4400,5.2400,1.0548,1.0548
12.4900,5.2400,1.0607,1.0607
12.5400,5.2400,1.0689,1.0689
12.5900,5.2400,1.0607,1.0607
12.6400,5.2400,1.0548,1.0548
12.6900,5.2400,1.0512,1.0512
12.7400,5.2400,1.0500,1.0500
12.7900,5.2400,1.0500,1.0500
12.8400,5.2400,1.0500,1.0500
12.8900,5.2400,1.0500,1.0500
12.9400,5.2400,1.0500,1.0500
12.9900,5.2400,1.0500,1.0500
13.0400,5.2400,1.0500,1.0500
13.0900,5.2400,1.0500,1.0500
13.1400,5.2400,1.0500,1.0500
13.1900,5.2400,1.0500,1.0500
13.2400,5.2400,1.0500,1.0500
13.2900,5.2400,1.0500,1.0500
13.3400,5.2400,1.0500,1.0500
13.3900,5.2400,1.0500,1.0500
13.4400,5.2400,1.0500,1.0500
13.4900,5.2400,1.0500,1.0500
13.5400,5.2400,1.0500,1.0500
13.5900,5.2400,1.0500,1.0500
13.6400,5.2400,1.0500,1.0500
13.6900,5.2400,1.0500,1.0500
13.7400,5.2400,1.0500,1.0500
13.7900,5.2400,1.0500,1.0500
13.8400,5.2400,1.0500,1.0500
13.8900,5.2400,1.0500,1.0500
13.9400,5.2400,1.0500,1.0500
13.9900,5.2400,1.0500,1.0500
14.0400,5.2400,1.0500,1.0500
14.0900,5.2400,1.0500,1.0500
14.1400,5.2400,1.0500,1.0500
14.1900,5.2400,1.0500,1.0500
14.2400,5.2400,1.0500,1.0500
14.2900,5.2400,1.0500,1.0500
14.3400,5.2400,1.0500,1.0500
14.3900,5.2400,1.0500,1.0500
14.4400,5.2400,1.0500,1.0500
14.4900,5.2400,1.0500,1.0500
14.5400,5.2400,1.0500,1.0500
14.5900,5.2400,1.0500,1.0500
14.6400,5.2400,1.0500,1.0500
14.6900,5.2400,1.0500,1.0500
14.7400,5.2400,1.0500,1.0500
14.7900,5.2400,1.0500,1.0500
14.8400,5.2400,1.0500,1.0500
14.8900,5.2400,1.0500,1.0500
14.9400,5.2400,1.0500,1.0500
14.9900,5.2400,1.0500,1.0500
15.0400,5.2400,1.0500,1.0500
15.0900,5.2900,1.1000,1.1000
15.1400,5.2900,1.1000,1.1000
15.1900,5.2900,1.1000,1.1000
15.2400,5.2900,1.1000,1.1000
15.2900,5.2900,1.1000,1.1000
15.3400,5.2900,1.1000,1.1000
15.3900,5.2900,1.1000,1.1000
15.4400,5.2900,1.1000,1.1000
15.4900,5.2900,1.1000,1.1000
15.5400,5.2900,1.1000,1.1000
15.5900,5.2900,1.1000,1.1000
15.6400,5.2900,1.1000,1.1000
15.6900,5.2900,1.1000,1.1000
15.7400,5.2900,1.1000,1.1000
15.7900,5.2900,1.1000,1.1000
15.8400,5.2900,1.1000,1.1000
15.8900,5.2900,1.1000,1.1000
15.9400,5.2900,1.1000,1.1000
15.9900,5.2900,1.1000,1.1000
16.0400,5.2900,1.1000,1.1000
16.0900,5.2400,1.0920,1.0920
16.1400,5.2400,1.1068,1.1068
16.1900,5.2400,1.1236,1.1236
16.2400,5.2400,1.1424,1.1424
16.2900,5.2400,1.1500,1.1500
16.3400,5.2400,1.1500,1.1500
16.3900,5.1900,1.1630,1.1630
16.4400,5.1900,1.1769,1.1769
16.4900,5.1900,1.1673,1.1673
16.5400,5.1400,1.1853,1.1853
16.5900,5.0900,1.1543,1.1543
16.6400,5.0400,1.1180,1.1180
16.6900,4.9900,1.0794,1.0794
16.7400,4.9400,1.0440,1.0440
16.7900,4.8900,1.0112,1.0112
16.7900,4.8400,1.0198,1.0198
16.8400,4.7900,0.9823,0.9823
16.8400,4.7400,0.9962,0.9962
16.8900,4.6900,0.9552,0.9552
16.8900,4.6400,0.9618,0.9618
16.9400,4.5900,0.9220,0.9220
16.9400,4.5400,0.9341,0.9341
16.9900,4.4900,0.9000,0.9000
16.9900,4.4400,0.9000,0.9000
16.9900,4.3900,0.9014,0.9014
17.0400,4.3400,0.8559,0.8559
17.0400,4.2900,0.8631,0.8631
17.0400,4.2400,0.8732,0.8732
17.0900,4.1900,0.8382,0.8382
17.0900,4.1400,0.8500,0.8500
17.0900,4.0900,0.8500,0.8500
17.1400,4.0400,0.8062,0.8062
17.1400,3.9900,0.8139,0.8139
17.1400,3.9400,0.8246,0.8246
17.1400,3.8900,0.8246,0.8246
17.1400,3.8400,0.8078,0.8078
17.1900,3.7900,0.8016,0.8016
17.1900,3.7400,0.8062,0.8062
17.1900,3.6900,0.8139,0.8139
17.1900,3.6400,0.8062,0.8062
17.1900,3.5900,0.8016,0.8016
17.1900,3.5400,0.7906,0.7906
17.1900,3.4900,0.7762,0.7762
17.1900,3.4400,0.7649,0.7649
17.1900,3.3900,0.7566,0.7566
17.2400,3.3400,0.7500,0.7500
17.2400,3.2900,0.7500,0.7500
17.2400,3.2400,0.7517,0.7517
17.2400,3.1900,0.7566,0.7566
17.2400,3.1400,0.7517,0.7517
17.2400,3.0900,0.7500,0.7500
17.2400,3.0400,0.7500,0.7500
17.2400,2.9900,0.7500,0.7500
17.2400,2.9400,0.7500,0.7500
17.2400,2.8900,0.7500,0.7500
17.2400,2.8400,0.7500,0.7500
17.2900,2.7900,0.7500,0.7500
17.2900,2.7400,0.7500,0.7500
17.2900,2.6900,0.7500,0.7500
17.2900,2.6400,0.7517,0.7517
17.2900,2.5900,0.7517,0.7517
17.2900,2.5400,0.7500,0.7500
17.2900,2.4900,0.7517,0.7517
17.2900,2.4400,0.7500,0.7500
17.2900,2.3900,0.7500,0.7500
17.2900,2.3400,0.7500,0.7500
17.2900,2.2900,0.7500,0.7500
17.2900,2.2400,0.7500,0.7500
17.2900,2.1900,0.7500,0.7500
17.2900,2.1400,0.7500,0.7500
17.2900,2.0900,0.7500,0.7500
17.2900,2.0400,0.7500,0.7500
17.2900,1.9900,0.7500,0.7500
17.2900,1.9400,0.7500,0.7500
17.2900,1.8900,0.7500,0.7500
17.2900,1.8400,0.7500,0.7500
17.2900,1.7900,0.7500,0.7500
17.2900,1.7400,0.7500,0.7500
17.2900,1.6900,0.7500,0.7500
17.2900,1.6400,0.7500,0.7500
17.2900,1.5900,0.7500,0.7500
17.2900,1.5400,0.7500,0.7500
17.2900,1.4900,0.7500,0.7500
17.2900,1.4400,0.7500,0.7500
17.2900,1.3900,0.7500,0.7500
17.2900,1.3400,0.7500,0.7500
17.2900,1.2900,0.7500,0.7500
17.2900,1.2400,0.7500,0.7500
17.2900,1.1900,0.7500,0.7500
17.2900,1.1400,0.7500,0.7500
17.2900,1.0900,0.7517,0.7517
17.3400,1.0400,0.8000,0.8000
17.3400,0.9900,0.8000,0.8000
17.3400,0.9400,0.8016,0.8016
17.3400,0.8900,0.8062,0.8062
17.3400,0.8400,0.8139,0.8139
17.3400,0.7900,0.8246,0.8246
17.2900,0.7400,0.8139,0.8139
17.2900,0.6900,0.8246,0.8246
17.2900,0.6400,0.8382,0.8382
17.3400,0.5900,0.8500,0.8500
17.3400,0.5400,0.8500,0.8500
17.3400,0.4900,0.8500,0.8500
17.2900,0.4400,0.9000,0.9000
17.2900,0.3900,0.9000,0.9000
17.2900,0.3400,0.9000,0.9000
17.2900,0.2900,0.9000,0.9000
17.2900,0.2400,0.9000,0.9000
17.2400,0.1900,0.9513,0.9513
17.2400,0.1400,0.9552,0.9552
17.2400,0.0900,0.9513,0.9513
17.1900,0.0400,1.0000,1.0000
17.1900,-0.0100,1.0012,1.0012
17.1400,-0.0600,1.0500,1.0500
